county,fips,svprec_key,cddist,sddist,bedist,totreg,totvote,demvote,repvote
19,6037,60371850041,42,30,3,1427,253,91,143
19,6037,60371850045,38,30,3,2795,571,251,270
19,6037,60371850048,42,30,3,60,4,NA,NA
19,6037,60371850049,38,30,3,39,10,6,4
19,6037,60371850050,42,30,3,2785,567,242,268
19,6037,60371850051,42,30,3,3947,810,361,378
19,6037,60371850054,42,30,3,174,42,11,30
19,6037,60371850057,42,30,3,3500,630,305,270
19,6037,60371850062,42,30,3,1546,343,148,169
19,6037,60371850065,38,30,3,3728,776,345,357
19,6037,60371850073,42,30,3,1525,301,104,169
19,6037,60371850074,38,30,3,689,148,65,61
19,6037,60371850076,42,30,3,226,42,19,19
19,6037,60371850076,42,30,3,2241,379,141,207
19,6037,60371850079,42,30,3,1325,281,92,163
19,6037,60371850081,42,30,3,2793,557,234,277
19,6037,60371850083,42,30,3,198,31,12,14
19,6037,60371850089,42,30,3,1805,372,170,174
19,6037,60371850100,42,30,3,2350,458,183,240
19,6037,60371850106,38,30,3,1497,313,165,117
19,6037,60371850124,38,30,3,220,41,18,16
19,6037,60371850138,42,30,3,230,51,24,22
19,6037,60371850151,42,30,3,1879,369,129,220
19,6037,60371900001,31,22,3,1788,363,216,123
19,6037,60371900002,31,22,3,244,48,19,24
19,6037,60371900004,31,22,3,218,44,16,25
19,6037,60371900005,31,22,3,1000,176,84,74
19,6037,60371900012,31,22,3,1489,329,129,172
19,6037,60371900013,31,22,3,2265,430,169,236
19,6037,60371900015,31,22,3,506,99,45,39
19,6037,60371900015,31,22,3,722,110,59,43
19,6037,60371900017,31,22,3,681,143,71,64
19,6037,60371900017,31,22,3,9,5,NA,NA
19,6037,60371900018,31,22,3,233,37,17,15
19,6037,60371900023,31,22,3,2269,482,216,224
19,6037,60371900024,31,22,3,666,107,53,44
19,6037,60371900025,31,22,3,853,151,84,52
19,6037,60371900030,31,22,3,270,55,28,23
19,6037,60371900039,31,22,3,455,78,34,38
19,6037,60371940001,31,22,3,1519,287,171,98
19,6037,60371940007,31,25,3,661,139,44,84
19,6037,60371940011,31,25,3,2943,504,194,273
19,6037,60371940013,31,22,3,2284,459,185,234
19,6037,60371940019,31,22,3,2099,416,215,177
19,6037,60371940021,31,25,3,6,1,NA,NA
19,6037,60371960001,43,35,3,504,82,40,27
19,6037,60371960003,43,35,3,2024,363,225,104
19,6037,60371960008,43,35,3,2082,345,201,113
19,6037,60371960009,43,35,3,122,13,5,6
19,6037,60371960010,43,35,3,1801,296,206,71
19,6037,60372000002,34,26,3,2124,395,211,0
19,6037,60372000003,34,26,3,2368,407,228,0
19,6037,60372000009,34,26,3,2590,449,263,0
19,6037,60372000012,34,26,3,1960,341,170,0
19,6037,60372000013,34,26,3,1113,224,108,0
19,6037,60372000018,34,26,3,3249,594,326,0
19,6037,60372000022,34,26,3,2958,585,308,0
19,6037,60372000024,34,26,3,2390,406,207,0
19,6037,60372000037,34,26,3,1707,368,183,0
19,6037,60372000040,34,26,3,2538,460,238,0
19,6037,60372000045,34,26,3,2559,487,269,0
19,6037,60372000053,34,26,3,3677,636,325,0
19,6037,60372000062,34,26,3,954,200,105,0
19,6037,60372000062,34,26,3,28,4,NA,NA
19,6037,60372000065,34,26,3,577,102,49,0
19,6037,60372000081,34,26,3,2125,378,200,0
19,6037,60372000082,34,26,3,2977,561,287,0
19,6037,60372020004,28,25,3,512,58,32,22
19,6037,60372020006,28,25,3,1426,305,178,110
19,6037,60372020012,28,25,3,3442,601,296,263
19,6037,60372040004,28,25,3,1586,262,108,121
19,6037,60372040008,28,25,3,2792,557,260,225
19,6037,60372040010,28,25,3,1243,179,76,90
19,6037,60372040012,28,25,3,3349,557,239,276
19,6037,60372040015,28,25,3,739,88,37,49
19,6037,60372040021,28,25,3,1647,252,119,114
19,6037,60372040030,28,25,3,1360,232,95,112
19,6037,60372050001,38,30,3,34,4,NA,NA
19,6037,60372050048,38,30,3,524,117,26,85
19,6037,60372080005,43,24,3,4627,745,336,358
19,6037,60372100001,31,22,3,3678,684,285,317
19,6037,60372100005,31,22,3,525,108,52,43
19,6037,60372100007,31,22,3,435,66,28,33
19,6037,60372100011,31,22,3,3621,652,377,195
19,6037,60372100013,31,22,3,2073,339,191,111
19,6037,60372100017,31,22,3,823,105,55,39
19,6037,60372100021,31,22,3,2694,487,264,188
19,6037,60372100024,31,22,3,472,94,44,40
19,6037,60372100029,31,22,3,2415,442,247,152
19,6037,60372100033,31,22,3,2137,376,197,135
19,6037,60372100034,31,22,3,14,1,NA,NA
19,6037,60372100034,31,22,3,217,29,16,7
19,6037,60372100038,31,22,3,200,37,17,16
19,6037,60372100039,31,22,3,1306,218,105,92
19,6037,60372100040,31,22,3,2452,426,210,168
19,6037,60372100042,31,22,3,796,150,76,52
19,6037,60372100047,31,22,3,3961,713,308,327
19,6037,60372100052,31,22,3,259,29,16,10
19,6037,60372100053,31,22,3,1099,242,126,85
19,6037,60372100054,31,22,3,955,179,101,57
19,6037,60372100101,31,22,3,2459,453,215,180
19,6037,60372100103,31,22,3,2567,477,217,209
19,6037,60372100107,31,22,3,225,24,17,7
19,6037,60372100110,31,22,3,12,2,NA,NA
19,6037,60372100110,31,22,3,17,3,NA,NA
19,6037,60372100112,31,22,3,1647,228,91,107
19,6037,60372100114,31,22,3,72,3,NA,NA
19,6037,60372100116,31,22,3,975,188,108,62
19,6037,60372100118,31,22,3,212,30,9,16
19,6037,60372100121,31,22,3,3787,720,397,265
19,6037,60372100122,31,22,3,3511,659,374,211
19,6037,60372250005,36,24,3,3439,735,375,302
19,6037,60372250011,36,24,3,4879,1009,434,506
19,6037,60372250020,36,24,3,4073,821,362,391
19,6037,60372250024,36,24,3,17,4,NA,NA
19,6037,60372300001,42,35,3,317,44,29,8
19,6037,60372300005,42,33,3,2942,510,348,106
19,6037,60372300007,42,33,3,657,115,67,35
19,6037,60372300008,42,33,3,2364,422,260,110
19,6037,60372300009,42,33,3,2084,353,225,83
19,6037,60372300013,42,33,3,2875,470,309,102
19,6037,60372300016,42,35,3,2201,356,240,76
19,6037,60372300019,42,35,3,1934,250,160,55
19,6037,60372300021,42,33,3,1201,183,107,54
19,6037,60372300040,42,33,3,2918,493,312,137
19,6037,60372300042,42,35,3,2041,359,216,94
19,6037,60372300046,42,33,3,2368,369,239,84
19,6037,60372300050,42,33,3,2045,349,233,87
19,6037,60372350021,28,25,3,131,25,13,11
19,6037,60372350024,31,22,3,816,219,55,145
19,6037,60372350024,31,22,3,70,14,2,12
19,6037,60372350024,31,22,3,4,2,NA,NA
19,6037,60372350025,31,22,3,60,20,6,14
19,6037,60372350026,28,25,3,351,49,15,34
19,6037,60372350026,28,25,3,149,32,5,21
19,6037,60372350028,35,22,3,229,24,14,8
19,6037,60372350029,35,22,3,150,24,9,15
19,6037,60372350030,28,25,3,334,52,20,29
19,6037,60372350032,28,22,3,83,12,5,7
19,6037,60372500002,43,35,3,1975,313,259,43
19,6037,60372500003,43,24,3,3350,511,218,253
19,6037,60372500005,43,35,3,1835,325,266,44
19,6037,60372500009,43,35,3,2797,485,351,106
19,6037,60372500010,43,24,3,4254,656,286,322
19,6037,60372500018,43,24,3,4367,722,416,259
19,6037,60372500020,43,24,3,4484,733,454,200
19,6037,60372500041,43,35,3,3624,621,367,207
19,6037,60372500043,43,24,3,4895,656,338,258
19,6037,60372500052,43,24,3,4768,679,378,250
19,6037,60372550002,30,25,3,3760,662,226,405
19,6037,60372550002,30,25,3,30,5,NA,NA
19,6037,60372550004,30,25,3,3516,674,215,423
19,6037,60372550007,30,25,3,3649,766,260,462
19,6037,60372550019,30,25,3,7,1,NA,NA
19,6037,60372550019,30,25,3,3,2,NA,NA
19,6037,60372550021,30,25,3,3430,628,219,380
19,6037,60372550028,30,25,3,3180,649,202,424
19,6037,60372550035,30,25,3,3496,673,196,445
19,6037,60372550038,30,25,3,3591,719,201,429
19,6037,60372550039,30,25,3,3631,609,169,414
19,6037,60372550046,30,25,3,4067,792,212,478
19,6037,60372550049,30,25,3,4841,863,292,510
19,6037,60372550052,30,25,3,3581,681,165,495
19,6037,60372550057,30,25,3,399,72,27,36
19,6037,60372550057,30,25,3,4173,884,277,552
19,6037,60372550058,30,25,3,3369,648,132,474
19,6037,60372550074,30,25,3,3933,745,221,479
19,6037,60372550077,30,25,3,3987,853,353,423
19,6037,60372550078,30,25,3,3750,785,311,391
19,6037,60372550080,30,25,3,4364,805,318,418
19,6037,60372550084,30,25,3,3213,611,173,367
19,6037,60372550089,30,25,3,2345,545,162,328
19,6037,60372550097,30,25,3,2597,465,189,235
19,6037,60372550100,30,25,3,2857,537,203,276
19,6037,60372550115,30,25,3,3844,697,310,323
19,6037,60372550116,30,25,3,3860,704,281,347
19,6037,60372550118,30,25,3,3271,612,205,335
19,6037,60372550123,30,25,3,3420,650,248,322
19,6037,60372550127,30,25,3,4188,730,212,431
19,6037,60372550130,30,25,3,3989,816,249,511
19,6037,60372550132,30,25,3,2591,441,140,271
19,6037,60372550148,30,25,3,425,85,25,51
19,6037,60372550150,30,25,3,3376,838,201,583
19,6037,60372550155,30,25,3,3879,685,212,425
19,6037,60372550172,30,25,3,3425,642,170,433
19,6037,60372600002,31,25,3,2594,621,156,430
19,6037,60372600007,31,25,3,805,210,55,145
19,6037,60372600009,28,25,3,2010,529,114,387
19,6037,60372600010,31,25,3,1300,338,88,231
19,6037,60372600011,31,25,3,194,59,17,35
19,6037,60372600012,31,25,3,316,64,28,32
19,6037,60372600016,31,25,3,212,75,21,44
19,6037,60372600019,31,25,3,420,111,35,71
19,6037,60372600022,31,25,3,2668,658,195,408
19,6037,60372600023,31,25,3,517,141,31,100
19,6037,60372600026,31,25,3,1689,379,123,230
19,6037,60372600028,31,25,3,2140,481,166,281
19,6037,60372600031,31,25,3,56,16,6,9
19,6037,60372600040,31,25,3,3813,836,296,473
19,6037,60372600044,31,25,3,65,17,3,13
19,6037,60372600046,31,25,3,212,70,14,51
19,6037,60372600050,28,25,3,230,63,17,43
19,6037,60372600052,28,25,3,1195,262,78,175
19,6037,60372600058,31,25,3,1025,296,88,184
19,6037,60372600059,31,25,3,1349,362,105,234
19,6037,60372600062,28,25,3,789,205,55,139
19,6037,60372600065,31,25,3,615,168,42,117
19,6037,60372600068,28,25,3,1631,385,109,260
19,6037,60372600069,28,25,3,10,3,NA,NA
19,6037,60372600088,28,25,3,1110,297,68,215
19,6037,60372600097,31,25,3,1569,340,133,181
19,6037,60372600104,28,25,3,918,228,51,158
19,6037,60372600106,31,25,3,4630,1102,386,636
19,6037,60372600106,31,25,3,112,31,14,15
19,6037,60372600107,31,25,3,41,4,NA,NA
19,6037,60372600108,31,25,3,1228,306,97,194
19,6037,60372610001,27,23,3,53,2,NA,NA
19,6037,60372620001,27,23,3,694,162,27,128
19,6037,60372630001,38,30,3,256,30,3,24
19,6037,60372630010,38,30,3,256,29,10,14
19,6037,60372630036,38,30,3,3353,650,313,268
19,6037,60372630049,38,30,3,4218,688,260,369
19,6037,60372630062,38,30,3,2114,409,191,178
19,6037,60372630063,38,30,3,2600,467,215,214
19,6037,60372630084,38,30,3,3865,491,188,257
19,6037,60372630097,38,30,3,870,151,59,81
19,6037,60372630159,38,30,3,5023,757,286,408
19,6037,60372630172,38,30,3,1842,225,77,125
19,6037,60372630192,38,30,3,4364,758,317,372
19,6037,60372630195,38,30,3,2314,425,180,207
19,6037,60372630199,38,30,3,2472,349,107,205
19,6037,60372630210,38,30,3,4,1,NA,NA
19,6037,60372650007,45,36,3,3541,617,299,276
19,6037,60372650013,45,36,3,2739,516,257,213
19,6037,60372700004,43,35,3,4107,703,413,228
19,6037,60372700013,43,35,3,1497,245,181,44
19,6037,60372700014,43,35,3,3984,674,406,233
19,6037,60372700019,43,35,3,3079,566,326,201
19,6037,60372700023,43,35,3,29,5,NA,NA
19,6037,60372700024,43,35,3,558,97,59,28
19,6037,60372700025,43,35,3,4113,792,398,333
19,6037,60372700025,43,35,3,35,5,NA,NA
19,6037,60372700027,43,35,3,1437,314,212,87
19,6037,60372700028,43,35,3,392,66,43,13
19,6037,60372700030,43,35,3,3237,624,409,178
19,6037,60372700033,43,35,3,4,1,NA,NA
19,6037,60372700033,43,35,3,11,1,NA,NA
19,6037,60372700033,43,35,3,30,5,NA,NA
19,6037,60372700033,43,35,3,9,2,NA,NA
19,6037,60372700039,43,35,3,3105,578,234,299
19,6037,60372700047,43,35,3,2603,441,261,152
19,6037,60372700050,43,35,3,455,77,36,32
19,6037,60372700051,43,35,3,411,72,49,19
19,6037,60372700051,43,35,3,47,11,7,2
19,6037,60372700051,43,35,3,134,38,28,10
19,6037,60372700052,43,35,3,4058,740,419,263
19,6037,60372700058,43,35,3,273,40,35,5
19,6037,60372700091,43,35,3,182,34,18,14
19,6037,60372700092,43,35,3,2160,293,208,59
19,6037,60372700095,43,35,3,3194,502,272,201
19,6037,60372700101,43,35,3,1042,200,125,58
19,6037,60372700106,43,35,3,3650,781,550,172
19,6037,60372700120,43,35,3,16,3,NA,NA
19,6037,60372750009,36,24,3,5465,1023,494,452
19,6037,60372750019,36,24,3,4084,739,354,330
19,6037,60372750028,36,24,3,4825,953,433,433
19,6037,60372780002,32,24,3,1342,281,111,151
19,6037,60372850006,42,33,3,3940,689,412,185
19,6037,60372850008,42,33,3,3490,587,350,159
19,6037,60372850011,42,33,3,3241,587,357,150
19,6037,60372850012,42,33,3,2039,389,231,113
19,6037,60372850017,42,33,3,3775,618,399,159
19,6037,60372850025,42,33,3,2965,493,296,149
19,6037,60372850029,42,33,3,2823,439,272,116
19,6037,60372930001,31,30,3,1,1,NA,NA
19,6037,60372930007,31,30,3,6,2,NA,NA
19,6037,60372930009,31,30,3,6,3,NA,NA
19,6037,60372930017,31,30,3,27,1,NA,NA
19,6037,60372930017,31,30,3,22,1,NA,NA
19,6037,60372930019,31,30,3,7,2,NA,NA
19,6037,60372930019,31,30,3,21,2,NA,NA
19,6037,60372930062,31,30,3,5,1,NA,NA
19,6037,60372950001,43,35,3,2679,503,429,56
19,6037,60372950010,43,35,3,3090,506,428,58
19,6037,60372950016,43,35,3,1721,308,257,39
19,6037,60372950024,43,35,3,1844,281,228,43
19,6037,60372950025,43,35,3,3841,727,511,180
19,6037,60372950026,43,35,3,82,9,NA,NA
19,6037,60372950028,43,35,3,269,39,34,5
19,6037,60372950030,43,35,3,2494,412,308,82
19,6037,60372950032,43,35,3,4096,754,556,142
19,6037,60372950033,43,35,3,1483,237,129,79
19,6037,60372950038,43,35,3,2315,449,352,72
19,6037,60372950042,43,35,3,3885,763,597,124
19,6037,60372950045,43,35,3,3900,758,566,148
19,6037,60372950048,43,35,3,2520,430,255,151
19,6037,60372950061,43,35,3,1973,316,193,88
19,6037,60372950063,43,35,3,1314,221,181,32
19,6037,60372950065,43,35,3,3020,448,277,138
19,6037,60372950073,43,35,3,1357,195,166,21
19,6037,60372950074,43,35,3,1788,280,178,80
19,6037,60372950078,43,35,3,2607,471,308,124
19,6037,60372950084,43,35,3,3642,560,425,106
19,6037,60372950086,43,35,3,2303,327,228,81
19,6037,60372950090,43,35,3,226,39,31,7
19,6037,60372950095,43,35,3,1997,327,271,49
19,6037,60372950098,43,35,3,265,32,23,7
19,6037,60372950099,43,35,3,544,105,95,10
19,6037,60372950100,43,35,3,378,63,39,21
19,6037,60372950141,43,35,3,2178,349,251,75
19,6037,60372950141,43,35,3,24,2,NA,NA
19,6037,60372950142,43,35,3,63,9,NA,NA
19,6037,60372950146,43,35,3,145,19,13,6
19,6037,60372950149,43,35,3,2678,374,261,84
19,6037,60372950152,43,35,3,3682,664,572,73
19,6037,60373000003,31,22,3,798,264,130,99
19,6037,60373000004,31,22,3,197,34,22,7
19,6037,60373000008,31,22,3,43,10,1,7
19,6037,60373000008,31,22,3,1,1,NA,NA
19,6037,60373080001,28,25,3,968,152,47,96
19,6037,60373150005,28,25,3,10,4,NA,NA
19,6037,60373150021,28,25,3,2594,444,148,274
19,6037,60373150023,28,25,3,5733,840,376,417
19,6037,60373150040,28,25,3,1244,208,72,121
19,6037,60373150041,28,25,3,330,51,14,34
19,6037,60373150060,28,25,3,227,52,20,32
19,6037,60373150064,28,25,3,5497,891,329,509
19,6037,60373150064,28,25,3,86,10,5,4
19,6037,60373200001,28,25,3,3917,679,252,389
19,6037,60373200008,28,25,3,1667,286,120,155
19,6037,60373200018,28,25,3,4348,815,288,453
19,6037,60373230003,38,30,3,3735,829,238,543
19,6037,60373230009,38,30,3,382,82,13,63
19,6037,60373300002,38,30,3,2840,731,254,429
19,6037,60373300007,38,30,3,3227,688,219,422
19,6037,60373300010,38,30,3,1646,326,106,197
19,6037,60373300016,38,30,3,2699,506,182,296
19,6037,60373300016,38,30,3,81,12,1,9
19,6037,60373300022,38,30,3,3269,842,332,443
19,6037,60373300026,38,30,3,3748,593,189,358
19,6037,60373300029,38,30,3,2859,528,198,292
19,6037,60373300042,38,30,3,4472,668,248,350
19,6037,60373300043,38,30,3,412,68,26,39
19,6037,60373300044,38,30,3,2138,428,148,248
19,6037,60373300070,38,30,3,1316,306,122,168
19,6037,60373300072,38,30,3,3210,616,277,291
19,6037,60373330001,31,30,3,522,77,48,25
19,6037,60373330003,31,30,3,2794,492,240,211
19,6037,60373330003,31,30,3,6,1,NA,NA
19,6037,60373330004,31,30,3,2189,456,240,185
19,6037,60373330005,31,30,3,158,37,19,13
19,6037,60373330008,31,30,3,1189,210,99,83
19,6037,60373330010,31,30,3,4,1,NA,NA
19,6037,60373330011,31,30,3,1418,240,132,84
19,6037,60373330015,31,30,3,1178,216,91,96
19,6037,60373330018,31,30,3,3544,649,359,240
19,6037,60373330022,31,30,3,293,64,27,30
19,6037,60373330025,31,30,3,1565,259,138,90
19,6037,60373330030,31,30,3,557,108,41,56
19,6037,60373330031,31,30,3,287,60,35,22
19,6037,60373330032,31,30,3,234,50,28,18
19,6037,60373330033,31,30,3,3649,780,409,307
19,6037,60373350001,44,35,3,1225,263,115,117
19,6037,60373400003,31,22,3,2346,553,229,268
19,6037,60373400004,31,22,3,4584,1042,346,625
19,6037,60373400010,31,22,3,3999,1071,259,759
19,6037,60373400011,31,22,3,4565,930,291,573
19,6037,60373400014,31,22,3,690,169,50,108
19,6037,60373400016,31,22,3,452,88,25,59
19,6037,60373400018,31,22,3,235,42,9,30
19,6037,60373400021,31,22,3,370,80,16,59
19,6037,60373400037,31,22,3,393,68,24,39
19,6037,60373400050,31,22,3,4341,978,217,689
19,6037,60373400053,31,22,3,562,144,49,87
19,6037,60373430003,37,28,3,1864,272,223,0
19,6037,60373430007,37,28,3,4108,546,454,0
19,6037,60373430008,37,28,3,176,29,25,0
19,6037,60373430100,37,28,3,54,10,5,0
19,6037,60373450003,44,33,3,3267,713,279,384
19,6037,60373450010,42,33,3,3091,675,241,390
19,6037,60373450012,44,33,3,3529,760,302,395
19,6037,60373450019,42,33,3,1816,334,128,184
19,6037,60373450020,44,33,3,1277,264,78,163
19,6037,60373450021,42,33,3,2632,516,195,294
19,6037,60373450023,42,33,3,2514,569,192,341
19,6037,60373450025,44,33,3,103,21,11,8
19,6037,60373450031,44,33,3,1919,340,144,166
19,6037,60373450042,44,33,3,4372,825,417,348
19,6037,60373450045,44,33,3,3259,720,349,323
19,6037,60373450046,44,33,3,4451,876,396,426
19,6037,60373450049,44,33,3,1028,204,87,101
19,6037,60373450054,42,33,3,2994,729,267,420
19,6037,60373450059,42,33,3,4363,834,266,501
19,6037,60373450064,42,33,3,3379,730,239,447
19,6037,60373450070,42,33,3,2116,457,213,222
19,6037,60373450071,44,33,3,24,5,NA,NA
19,6037,60373450072,42,33,3,3498,635,329,257
19,6037,60373450073,42,33,3,4250,733,373,295
19,6037,60373450078,42,33,3,662,118,43,64
19,6037,60373450081,45,33,3,1481,250,113,121
19,6037,60373450084,45,33,3,127,36,8,23
19,6037,60373500016,28,25,3,16,5,NA,NA
19,6037,60373550001,27,23,3,307,63,26,31
19,6037,60373550005,27,23,3,4469,725,399,285
19,6037,60373550011,27,23,3,1851,302,150,136
19,6037,60373550014,27,23,3,2921,512,214,266
19,6037,60373550019,27,23,3,4100,738,367,327
19,6037,60373550022,27,23,3,1508,282,145,126
19,6037,60373550025,27,23,3,3772,701,326,328
19,6037,60373550026,27,23,3,3270,759,338,385
19,6037,60373550027,27,23,3,1165,208,107,80
19,6037,60373550028,27,23,3,3352,570,295,241
19,6037,60373550036,27,23,3,1747,331,140,158
19,6037,60373550038,27,23,3,1376,334,117,206
19,6037,60373550042,27,23,3,4181,698,363,300
19,6037,60373550054,27,23,3,4832,821,415,372
19,6037,60373550058,27,23,3,2881,606,153,435
19,6037,60373550061,27,23,3,4795,953,315,589
19,6037,60373550065,27,23,3,364,73,15,57
19,6037,60373550065,27,23,3,46,3,NA,NA
19,6037,60373550068,27,23,3,3058,597,224,342
19,6037,60373550069,27,23,3,1700,348,117,214
19,6037,60373550076,27,23,3,3251,559,264,251
19,6037,60373550080,27,23,3,4202,816,268,498
19,6037,60373550084,27,23,3,2317,570,177,358
19,6037,60373550086,27,23,3,6,1,NA,NA
19,6037,60373550090,27,23,3,4946,1051,374,595
19,6037,60373550094,27,23,3,4328,830,274,523
19,6037,60373550098,27,23,3,4097,666,348,263
19,6037,60373550099,27,23,3,4134,757,388,318
19,6037,60373550119,27,23,3,4178,971,259,677
19,6037,60373550133,27,23,3,3058,726,281,410
19,6037,60373550138,27,23,3,1358,241,91,142
19,6037,60373550140,27,23,3,3379,616,283,294
19,6037,60373550145,27,23,3,723,153,67,80
19,6037,60373550151,27,23,3,2493,465,184,253
19,6037,60373650001,43,35,3,3947,695,365,276
19,6037,60373650002,43,35,3,10,2,NA,NA
19,6037,60373650004,43,35,3,3091,559,313,199
19,6037,60373650005,43,35,3,285,61,40,15
19,6037,60373650015,43,35,3,3147,537,271,233
19,6037,60373650018,43,35,3,3243,546,233,260
19,6037,60373650022,43,35,3,2687,484,225,228
19,6037,60373670001,43,35,3,2895,537,305,181
19,6037,60373670002,43,35,3,2982,548,325,174
19,6037,60373670013,43,35,3,3096,556,351,150
19,6037,60373680001,27,23,3,1112,274,31,231
19,6037,60373680004,27,23,3,12,2,NA,NA
19,6037,60373700001,27,23,3,2180,494,179,285
19,6037,60373700004,27,23,3,45,4,NA,NA
19,6037,60373700041,27,23,3,1144,264,99,148
19,6037,60373700042,27,23,3,150,41,14,24
19,6037,60373700042,27,23,3,187,32,6,25
19,6037,60373700044,27,23,3,490,110,47,52
19,6037,60373700045,27,23,3,13,6,NA,NA
19,6037,60373700049,27,23,3,772,141,62,68
19,6037,60373700050,27,23,3,2279,490,222,239
19,6037,60373750003,23,23,3,94,10,3,7
19,6037,60373750003,23,23,3,29,4,NA,NA
19,6037,60373750005,23,23,3,648,119,16,94
19,6037,60373750014,28,25,3,102,8,NA,NA
19,6037,60373800001,36,24,3,2265,413,156,211
19,6037,60373800007,36,24,3,2682,452,190,219
19,6037,60373800012,36,24,3,2458,506,161,293
19,6037,60373800020,36,24,3,2371,443,162,240
19,6037,60373800022,36,24,3,3114,579,187,341
19,6037,60373850001,44,33,3,2000,385,256,96
19,6037,60373850007,42,33,3,5890,1087,771,252
19,6037,60373850008,44,33,3,2486,430,284,102
19,6037,60373850011,44,33,3,3692,528,312,177
19,6037,60373850015,44,33,3,461,79,50,22
19,6037,60373850016,44,33,3,1997,319,200,98
19,6037,60373850017,44,33,3,1785,325,210,91
19,6037,60373850020,44,33,3,3349,535,337,157
19,6037,60373850026,44,33,3,3486,588,342,189
19,6037,60373850035,44,33,3,950,175,102,66
19,6037,60373850035,44,33,3,52,6,NA,NA
19,6037,60373850037,44,33,3,3741,652,400,182
19,6037,60373850040,42,33,3,3773,600,373,157
19,6037,60373850045,42,33,3,65,9,NA,NA
19,6037,60373850046,42,33,3,2978,449,325,95
19,6037,60373850051,42,33,3,3651,650,275,344
19,6037,60373850058,44,33,3,1944,375,237,98
19,6037,60373850059,44,33,3,2269,356,230,101
19,6037,60373850068,44,33,3,1892,324,239,64
19,6037,60373850072,42,33,3,6572,1201,824,309
19,6037,60373850075,44,33,3,3761,631,337,253
19,6037,60373850092,44,33,3,3613,532,320,177
19,6037,60373850097,44,33,3,3230,526,341,143
19,6037,60373850101,44,33,3,2739,415,231,155
19,6037,60373850103,44,33,3,3442,484,268,167
19,6037,60373850108,44,33,3,3517,578,330,195
19,6037,60373850110,44,33,3,3261,587,346,183
19,6037,60373850119,44,33,3,3533,520,299,168
19,6037,60373850120,44,33,3,3202,567,364,156
19,6037,60373850134,44,33,3,2732,511,324,131
19,6037,60373850150,42,33,3,2983,531,368,132
19,6037,60373850151,42,33,3,3718,574,363,147
19,6037,60373850158,42,33,3,4825,881,620,202
19,6037,60373850159,42,33,3,2957,568,383,155
19,6037,60373850161,44,33,3,4031,648,393,217
19,6037,60373850163,42,33,3,1261,191,107,70
19,6037,60373850164,42,33,3,278,51,33,17
19,6037,60373850166,42,33,3,3639,706,487,164
19,6037,60373850170,42,33,3,2818,412,245,129
19,6037,60373850180,44,33,3,2768,483,318,116
19,6037,60373850181,42,33,3,2912,378,238,96
19,6037,60373850185,42,33,3,3613,604,402,150
19,6037,60373850210,42,33,3,5826,966,645,264
19,6037,60373850217,42,33,3,4252,734,469,214
19,6037,60373850221,44,33,3,1,1,NA,NA
19,6037,60373850223,42,33,3,4227,712,380,297
19,6037,60373850226,44,33,3,11,2,NA,NA
19,6037,60373850229,42,33,3,3439,597,377,176
19,6037,60373850247,42,33,3,2779,479,303,138
19,6037,60373850248,42,33,3,3683,731,453,225
19,6037,60373850255,42,33,3,5935,875,367,470
19,6037,60373850270,42,33,3,5229,991,540,394
19,6037,60373850275,42,33,3,4448,808,393,377
19,6037,60373850280,42,33,3,4426,606,240,346
19,6037,60373850286,42,33,3,2572,437,276,121
19,6037,60373850287,42,33,3,3487,860,499,274
19,6037,60373850294,42,33,3,5306,1027,458,501
19,6037,60373850305,42,33,3,3766,708,357,303
19,6037,60373850316,42,33,3,2056,403,170,215
19,6037,60373850334,42,33,3,1387,347,220,108
19,6037,60373850352,42,33,3,3342,557,230,300
19,6037,60373850372,44,33,3,2817,643,274,333
19,6037,60373850374,44,33,3,2984,621,266,315
19,6037,60373850400,44,33,3,2397,345,227,86
19,6037,60373850415,44,33,3,2732,480,309,112
19,6037,60373850416,42,33,3,3750,653,415,197
19,6037,60373850419,42,33,3,3771,685,339,290
19,6037,60373850420,42,33,3,2717,400,247,115
19,6037,60373850421,44,33,3,5,2,NA,NA
19,6037,60373850422,44,33,3,147,22,11,9
19,6037,60373850539,42,33,3,2901,463,200,247
19,6037,60373850541,42,33,3,4054,711,257,417
19,6037,60373850547,44,33,3,3466,549,301,193
19,6037,60373850549,44,33,3,3252,516,269,207
19,6037,60373850555,44,33,3,3633,589,338,199
19,6037,60373850558,44,33,3,3163,523,307,182
19,6037,60373850564,44,33,3,4224,694,386,273
19,6037,60373850568,44,33,3,3497,583,326,210
19,6037,60373850572,44,33,3,370,61,34,22
19,6037,60373850593,42,33,3,3147,649,436,153
19,6037,60373850603,44,33,3,510,73,40,23
19,6037,60373850611,42,33,3,3234,619,384,184
19,6037,60373850631,44,33,3,4899,915,348,517
19,6037,60373850634,42,33,3,498,93,55,33
19,6037,60373850636,44,33,3,4706,896,365,470
19,6037,60373850639,42,33,3,3700,687,258,404
19,6037,60373850649,42,33,3,3386,561,213,323
19,6037,60373850650,42,33,3,1079,212,75,123
19,6037,60373850660,44,33,3,3051,487,310,147
19,6037,60373850671,44,33,3,36,5,NA,NA
19,6037,60373850680,42,33,3,1693,264,113,142
19,6037,60373850687,44,33,3,1722,355,258,59
19,6037,60373850702,42,33,3,3323,534,324,172
19,6037,60373900005,38,30,3,283,51,24,23
